LNR;ORT-ID;BEZEICHNUNG;DATUM;WOCHENTAG;RI;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0;10922;St.Gallen Stadt Guisanstr. 40;01.01.2020;Mittwoch;1;14;6;7;6;2;2;9;7;6;9;24;19;17;27;42;30;40;35;14;13;12;15;11;7
1;10922;St.Gallen Stadt Guisanstr. 40;01.01.2020;Mittwoch;2;21;15;15;11;4;3;12;8;14;16;29;27;32;48;55;51;67;58;27;22;24;29;20;11
2;10922;St.Gallen Stadt Guisanstr. 40;02.01.2020;Donnerstag;1;3;0;2;0;0;3;13;25;21;29;36;37;35;45;54;58;47;39;32;27;17;11;9;5
3;10922;St.Gallen Stadt Guisanstr. 40;02.01.2020;Donnerstag;2;4;3;2;0;2;5;22;30;31;43;55;62;60;69;66;91;83;74;61;47;25;27;18;10
4;10922;St.Gallen Stadt Guisanstr. 40;03.01.2020;Freitag;1;6;1;0;1;1;6;21;26;43;44;47;40;30;53;44;66;49;59;40;31;14;12;13;9
5;10922;St.Gallen Stadt Guisanstr. 40;03.01.2020;Freitag;2;9;2;0;1;3;8;33;44;61;65;73;76;58;84;87;107;86;105;65;62;30;29;29;18
6;10922;St.Gallen Stadt Guisanstr. 40;04.01.2020;Samstag;1;5;2;1;2;2;5;9;12;30;36;41;41;41;37;39;35;33;47;33;22;13;17;12;11
7;10922;St.Gallen Stadt Guisanstr. 40;04.01.2020;Samstag;2;11;6;1;3;2;7;16;18;49;53;69;72;67;65;76;70;73;83;66;36;30;31;21;17
8;10922;St.Gallen Stadt Guisanstr. 40;05.01.2020;Sonntag;1;9;3;3;3;0;1;8;16;20;22;29;46;40;42;57;62;61;36;18;17;16;9;11;6
9;10922;St.Gallen Stadt Guisanstr. 40;05.01.2020;Sonntag;2;17;7;5;7;0;1;10;20;23;38;57;73;72;85;100;93;92;77;39;39;29;17;18;13
10;10922;St.Gallen Stadt Guisanstr. 40;06.01.2020;Montag;1;3;0;3;0;5;8;39;84;73;43;42;52;44;56;51;65;79;70;62;53;21;13;9;7
11;10922;St.Gallen Stadt Guisanstr. 40;06.01.2020;Montag;2;6;0;5;0;8;11;61;117;104;75;64;98;81;90;84;97;118;131;109;85;53;27;24;13
12;10922;St.Gallen Stadt Guisanstr. 40;07.01.2020;Dienstag;1;3;1;2;0;2;3;39;71;63;46;48;45;41;72;51;51;64;73;72;31;27;17;14;8
13;10922;St.Gallen Stadt Guisanstr. 40;07.01.2020;Dienstag;2;13;3;3;1;5;8;51;115;101;79;83;97;76;107;84;93;111;139;122;63;50;39;31;16
14;10922;St.Gallen Stadt Guisanstr. 40;08.01.2020;Mittwoch;1;5;1;2;0;2;7;42;77;81;52;57;63;45;74;75;61;73;63;67;41;33;26;10;10
15;10922;St.Gallen Stadt Guisanstr. 40;08.01.2020;Mittwoch;2;8;1;2;0;3;8;56;108;109;74;83;105;80;116;112;97;121;113;122;86;54;41;27;19
